"日期","收盘","开盘","高","低","交易量","涨跌幅"
"2018年6月21日","2,579.05","2,597.30","2,628.04","2,575.17","2.46B","-0.74%"
"2018年6月20日","2,598.33","2,588.12","2,607.47","2,567.50","2.38B","-0.06%"
"2018年6月19日","2,599.78","2,638.40","2,646.64","2,571.69","5.76B","-2.56%"
"2018年6月15日","2,667.98","2,657.59","2,677.31","2,657.51","2.56B","-0.12%"
"2018年6月14日","2,671.30","2,662.23","2,691.04","2,659.57","2.14B","-0.01%"
"2018年6月13日","2,671.63","2,681.31","2,686.07","2,662.75","1.94B","-0.60%"
"2018年6月12日","2,687.70","2,662.39","2,691.97","2,650.97","1.96B","1.03%"
"2018年6月11日","2,660.41","2,644.43","2,665.93","2,633.08","1.98B","0.31%"
"2018年6月8日","2,652.08","2,686.09","2,686.15","2,637.36","2.60B","-1.60%"
"2018年6月7日","2,695.24","2,697.51","2,717.06","2,693.10","2.35B","0.11%"
"2018年6月6日","2,692.18","2,702.71","2,703.41","2,688.33","2.05B","-0.55%"
"2018年6月5日","2,707.02","2,697.69","2,712.12","2,680.24","2.22B","0.46%"
"2018年6月4日","2,694.58","2,664.84","2,697.75","2,658.57","2.25B","1.79%"
"2018年6月1日","2,647.19","2,652.25","2,664.31","2,637.37","2.04B","-0.42%"
"2018年5月31日","2,658.29","2,626.94","2,661.66","2,624.67","2.65B","2.01%"
"2018年5月30日","2,605.90","2,632.71","2,637.19","2,604.91","2.42B","-2.16%"
"2018年5月29日","2,663.40","2,666.83","2,676.68","2,642.87","2.69B","-0.37%"
"2018年5月28日","2,673.20","2,661.21","2,682.78","2,650.40","1.85B","0.45%"
"2018年5月25日","2,661.29","2,663.32","2,679.85","2,650.34","1.99B","-0.16%"
"2018年5月24日","2,665.68","2,684.13","2,691.03","2,664.12","1.97B","-0.67%"
"2018年5月23日","2,683.69","2,721.02","2,721.02","2,683.59","2.54B","-1.62%"
"2018年5月22日","2,728.00","2,744.32","2,744.32","2,711.06","2.33B","-0.65%"
"2018年5月21日","2,745.80","2,753.88","2,761.72","2,739.68","2.78B","0.19%"
"2018年5月18日","2,740.53","2,697.72","2,741.01","2,690.99","2.29B","1.47%"
"2018年5月17日","2,700.88","2,720.77","2,724.39","2,698.17","1.67B","-0.59%"
"2018年5月16日","2,716.78","2,739.89","2,744.62","2,714.26","2.18B","-1.24%"
"2018年5月15日","2,750.83","2,760.20","2,760.57","2,731.57","2.25B","-0.10%"
"2018年5月14日","2,753.54","2,736.98","2,761.49","2,736.04","2.71B","1.06%"
"2018年5月11日","2,724.72","2,737.23","2,738.65","2,720.55","2.35B","-0.17%"
"2018年5月10日","2,729.40","2,727.52","2,738.63","2,712.47","1.96B","0.45%"
"2018年5月9日","2,717.24","2,723.09","2,725.20","2,706.48","2.03B","-0.21%"
"2018年5月8日","2,722.88","2,683.84","2,736.76","2,682.79","3.16B","1.45%"
"2018年5月7日","2,683.85","2,649.10","2,686.22","2,638.17","2.66B","1.42%"
"2018年5月4日","2,646.35","2,659.27","2,669.70","2,643.26","2.08B","-0.66%"
"2018年5月3日","2,663.98","2,643.97","2,671.24","2,626.54","2.62B","0.42%"
"2018年5月2日","2,652.73","2,662.08","2,667.96","2,637.06","2.67B","-0.03%"
"2018年4月27日","2,653.54","2,672.64","2,675.10","2,613.53","2.84B","-0.47%"
"2018年4月26日","2,666.02","2,712.52","2,717.57","2,652.42","2.35B","-1.37%"
"2018年4月25日","2,702.98","2,707.71","2,717.31","2,696.22","2.35B","-0.73%"
"2018年4月24日","2,722.85","2,669.61","2,737.21","2,669.61","3.94B","2.17%"
"2018年4月23日","2,664.92","2,637.07","2,671.01","2,636.68","2.53B","0.66%"
"2018年4月20日","2,647.38","2,672.36","2,677.92","2,632.75","2.81B","-1.31%"
"2018年4月19日","2,682.55","2,661.30","2,693.14","2,656.15","2.60B","1.08%"
"2018年4月18日","2,653.77","2,666.62","2,668.79","2,623.97","3.15B","0.69%"
"2018年4月17日","2,635.70","2,669.26","2,683.50","2,633.59","2.71B","-1.09%"
"2018年4月16日","2,664.70","2,716.58","2,723.58","2,656.52","3.67B","-2.26%"
"2018年4月13日","2,726.40","2,765.67","2,771.03","2,724.17","2.18B","-0.85%"
"2018年4月12日","2,749.70","2,785.12","2,785.31","2,747.77","2.61B","-1.28%"
"2018年4月11日","2,785.34","2,782.67","2,803.88","2,767.38","3.90B","0.16%"
"2018年4月10日","2,780.80","2,719.52","2,781.27","2,710.87","3.81B","2.40%"
"2018年4月9日","2,715.73","2,706.33","2,721.59","2,688.83","2.63B","0.49%"
"2018年4月4日","2,702.37","2,706.42","2,730.25","2,698.89","2.67B","0.19%"
"2018年4月3日","2,697.27","2,690.63","2,709.91","2,683.05","2.86B","-0.52%"
"2018年4月2日","2,711.37","2,717.12","2,754.65","2,707.63","3.47B","-0.40%"
"2018年3月30日","2,722.15","2,735.62","2,740.82","2,714.77","3.17B","-0.61%"
"2018年3月29日","2,738.79","2,699.14","2,757.78","2,657.49","4.24B","1.63%"
"2018年3月28日","2,694.83","2,714.87","2,746.88","2,687.96","3.46B","-1.92%"
"2018年3月27日","2,747.59","2,775.63","2,780.84","2,726.36","3.92B","0.32%"
"2018年3月26日","2,738.87","2,767.36","2,773.54","2,709.57","4.27B","-1.88%"
"2018年3月23日","2,791.47","2,786.53","2,800.25","2,754.66","6.26B","-2.62%"
"2018年3月22日","2,866.67","2,894.13","2,902.77","2,851.29","3.05B","-0.95%"
"2018年3月21日","2,894.18","2,929.00","2,932.22","2,879.53","3.34B","-0.35%"
"2018年3月20日","2,904.40","2,878.95","2,907.52","2,877.10","2.71B","0.25%"
"2018年3月19日","2,897.26","2,870.36","2,898.23","2,856.17","2.60B","0.92%"
"2018年3月16日","2,870.73","2,895.51","2,911.19","2,869.97","2.72B","-0.84%"
"2018年3月15日","2,894.98","2,860.41","2,895.61","2,860.41","2.63B","0.82%"
"2018年3月14日","2,871.33","2,871.72","2,879.54","2,860.97","3.09B","-0.42%"
"2018年3月13日","2,883.38","2,909.25","2,921.31","2,878.20","4.06B","-0.90%"
"2018年3月12日","2,909.58","2,922.62","2,927.51","2,897.24","4.50B","0.05%"
"2018年3月9日","2,908.20","2,907.04","2,916.55","2,891.87","3.15B","0.34%"
"2018年3月8日","2,898.25","2,878.82","2,903.05","2,865.55","2.90B","0.70%"
"2018年3月7日","2,878.15","2,892.44","2,921.44","2,868.04","3.79B","-0.50%"
"2018年3月6日","2,892.48","2,878.92","2,893.46","2,838.61","4.76B","0.99%"
"2018年3月5日","2,863.99","2,865.20","2,889.74","2,846.93","3.00B","-0.01%"
"2018年3月2日","2,864.18","2,864.18","2,887.89","2,852.01","2.99B","-0.94%"
"2018年3月1日","2,891.30","2,859.09","2,907.27","2,852.49","3.23B","0.44%"
"2018年2月28日","2,878.67","2,899.00","2,905.57","2,866.46","3.88B","-1.65%"
"2018年2月27日","2,927.10","2,979.77","2,979.77","2,918.01","4.62B","-1.57%"
"2018年2月26日","2,973.79","2,973.81","2,986.81","2,933.52","5.02B","0.56%"
"2018年2月23日","2,957.17","2,941.42","2,966.75","2,926.36","3.82B","0.86%"
"2018年2月22日","2,931.88","2,915.97","2,936.85","2,900.87","3.93B","2.09%"
