 ,0.032309201504747205,0
战,0.00016587764432836108,0
救,0.00016552916188229309,0
多久,0.0001651806794362251,0
上半年,0.0001651806794362251,0
风范,0.0001648321969901571,0
公开,0.00016448371454408912,0
新低,0.00016448371454408912,-1
来袭,0.00016413523209802115,0
一支,0.00016378674965195316,0
旅游,0.00016343826720588517,0
位置,0.00016308978475981718,0
国企改革,0.00016308978475981718,0
洗盘,0.0001623928198676812,0
释放,0.00016204433742161324,0
猪,0.00016204433742161324,0
逆势,0.00016169585497554525,1
拥有,0.00016169585497554525,0
去年,0.00016134737252947726,0
追高,0.00016099889008340927,0
容易,0.00016099889008340927,0
石墨,0.00016099889008340927,0
护盘,0.00016065040763734128,0
延续,0.00016065040763734128,0
推动,0.0001603019251912733,0
心得,0.00015995344274520533,0
精工,0.00015995344274520533,0
养家,0.00015960496029913734,0
质押,0.00015960496029913734,0
飞机,0.00015925647785306935,0
操作系统,0.00015925647785306935,0
活跃,0.00015890799540700136,1
溢价,0.00015890799540700136,0
展望,0.00015890799540700136,0
感悟,0.00015890799540700136,0
依然,0.00015890799540700136,0
视频,0.00015890799540700136,0
†,0.00015890799540700136,0
中兴通讯,0.00015855951296093337,0
永远,0.00015821103051486538,0
一个月,0.00015821103051486538,0
占,0.00015821103051486538,0
早间,0.0001578625480687974,0
发生,0.0001578625480687974,0
首次,0.0001578625480687974,0
主要,0.00015751406562272943,0
指标,0.00015716558317666144,0
这家,0.00015716558317666144,0
利弗莫,0.00015681710073059345,0
一致,0.00015681710073059345,0
支撑,0.00015681710073059345,0
疯,0.00015646861828452546,0
改变,0.00015612013583845747,0
逾,0.00015612013583845747,0
走出,0.00015612013583845747,0
回暖,0.00015577165339238948,1
龙盛,0.00015577165339238948,0
迎,0.00015542317094632152,0
并购,0.00015542317094632152,0
第一个,0.00015542317094632152,0
专注,0.00015507468850025353,0
食品,0.00015472620605418554,0
银星,0.00015402924116204956,0
确定性,0.00015402924116204956,0
股天乐,0.00015368075871598157,0
努力,0.00015368075871598157,0
总是,0.00015368075871598157,0
路上,0.0001533322762699136,0
杠杆,0.0001533322762699136,0
视网,0.0001533322762699136,0
报告,0.00015298379382384561,0
走强,0.00015298379382384561,1
席位,0.00015298379382384561,0
天华,0.00015298379382384561,0
自我,0.00015263531137777763,0
华科技,0.00015263531137777763,0
追,0.00015228682893170964,0
日盘,0.00015228682893170964,0
国务院,0.00015228682893170964,0
之前,0.00015228682893170964,0
需,0.00015228682893170964,0
